Song ID,Song Title,Lenght,Country,Artist,Album,Plays,Date Added,Last  Played,Genre,,,,
603,Three Lions '96,3:47,UK,Baddiel Skinner,,371,"7/12/18, 3:31 PM","8/19/21, 3:31 AM",Britpop,,,,
604,Three Lions '98,4:00,UK,Baddiel Skinner,,1001,"7/12/18, 10:21 AM","9/27/21, 7:36 AM",Britpop,,,,
605,Intro,4:53,FR,Alan Braxe & Fred Falke,Running,109,"7/10/18, 4:43 PM","10/25/21, 7:12 PM",House;Electronic;Dance;Club,,,,
606,This Is America,3:55,USA,Childish Gambino,,73,"7/8/18, 8:31 PM","5/20/21, 6:50 PM",Hip Hop/Rap,,,,
607,Pollution,1:59,USA,Tom Lehrer,Tom Lehrer,39,"7/7/18, 4:57 PM","7/4/20, 2:19 PM",Comedy,,,,
608,God's Plan,3:19,CA,Drake,God's Plan,43,"7/7/18, 9:50 AM","8/9/21, 2:21 PM",Hip Hop/Rap,,,,
609,Will You Still Love Me,4:18,USA,Chicago,The Very Best of Chicago,238,"6/13/18, 6:38 AM","4/4/21, 11:25 AM",Soft Rock,,,,
610,Price Tag,3:43,UK,Jessie J,,61,"6/6/18, 3:42 PM","7/29/20, 8:47 PM",Pop,,,,
611,Land of 1000 Dances,2:28,USA,Wilson Pickett,,44,"6/6/18, 3:26 PM","8/17/21, 10:48 AM",Oldies,,,,
612,Flash,5:25,SWE,Jim Yosef,,73,"6/6/18, 3:13 PM","10/11/21, 4:07 PM",Electronic,,,,
613,Right Here Right Now,5:48,UK,Fatboy Slim,,49,"6/6/18, 3:13 PM","10/26/21, 10:06 AM",Electronic,,,,
614,Shout,4:25,USA,The Isley Brothers,,32,"6/6/18, 3:10 PM","5/24/21, 7:51 PM",Oldies,,,,
615,Big City Life,4:02,UK,Mattafix,,132,"6/5/18, 6:16 PM","8/22/21, 1:04 PM",Hip Hop/Rap,,,,
616,Stop In The Name Of Love,2:55,USA,The Supremes,,60,"5/24/18, 8:21 PM","10/1/21, 10:55 PM",Oldies,,,,
617,Waiting for a Star to Fall,4:30,USA,Boy Meets Girl,,63,"5/24/18, 7:50 PM","5/24/21, 6:08 PM",Pop,,,,
618,Whos Next,1:34,USA,Tom Lehrer,Tom Lehrer,43,"5/24/18, 5:48 PM","5/22/20, 11:34 AM",Comedy,,,,
619,Send the Marines,1:13,USA,Tom Lehrer,Tom Lehrer,71,"5/24/18, 5:25 PM","11/21/20, 12:52 PM",Comedy,,,,
620,You're Still the One,3:20,CA,Shania Twain,,29,"5/24/18, 4:36 PM","10/23/21, 1:35 PM",Pop,,,,
621,Hungry Eyes,3:49,USA,Eric Carmen,,301,"5/24/18, 4:27 PM","9/26/21, 12:53 PM",Pop,,,,
622,Everlasting Love,2:34,USA,Carl Carlton,,94,"5/24/18, 4:25 PM","5/22/21, 12:08 PM",Pop,,,,
623,Feeling Electric,3:42,USA,Parade of Lights,,51,"5/24/18, 4:23 PM","5/9/21, 8:22 PM",Pop,,,,
624,Better Off Alone,3:35,NL,Alice Deejay,Who Needs Guitars Anyway?,60,"5/19/18, 10:08 AM","5/24/21, 9:26 PM",Dance;Trance;Tech,,,,
625,Surfin' Bird,2:24,USA,The Trashmen,Comic Book Collector,39,"5/19/18, 10:05 AM","4/1/21, 6:20 PM",Rock,,,,
626,Marjorine,2:17,UK,Joe Cocker,With A Little Help From My Friends,63,"5/15/18, 8:39 AM","10/23/20, 11:54 PM",Classic Rock;Rock;Pop,,,,
627,Marieke,2:21,FR,Jacques Brel,Jacques Brel,102,"5/15/18, 8:31 AM","5/30/21, 11:10 AM",Chanson,,,,
628,Sky High,3:58,SWE,Elektronomia,,67,"5/15/18, 8:30 AM","10/27/21, 8:49 PM",Electronic,,,,
629,"If I Had $1,000,000",4:27,CA,Barenaked Ladies,Hits From Yesterday & The Day Before,37,"4/27/18, 5:35 PM","5/10/21, 8:09 AM",Rock;Alternative,,,,
630,WHO WON THE LEAGUE CITY CITY Man City - CHAMPIONS song 2017-2018,4:04,UK,442oons,442 oons,36,"4/16/18, 9:05 PM","10/23/21, 1:46 PM",Comedy,,,,
631,2-0 Spurs Arsenal,2:18,UK,442oons,442 oons,44,"4/11/18, 5:40 PM","6/10/20, 11:56 AM",Comedy,,,,
632,Im Arsene Wenger After All,3:39,UK,442oons,442 oons,43,"4/11/18, 5:34 PM","2/5/21, 6:08 AM",Comedy,,,,
633,We've got Salah,2:38,UK,Richy Sheehy feat. Marc Kenny,442 oons,127,"4/5/18, 2:56 PM","10/23/21, 1:25 PM",Comedy,,,,
634,New Rules,3:37,UK,Dua Lipa,Dua Lipa,39,"2/12/18, 2:52 AM","6/4/20, 12:27 PM",Pop,,,,
635,Hard Habit To Break,4:11,USA,Chicago,The Very Best of Chicago,203,"2/12/18, 2:41 AM","6/12/21, 2:46 PM",Classic Rock;Rock;Pop,,,,
636,Qui es-tu?,3:59,FR,Poom,,106,"2/11/18, 11:48 AM","11/14/21, 12:05 PM",Pop,,,,
637,Ghost Riders in the Sky,3:45,USA,Johnny Cash,,34,"1/27/18, 11:07 AM","10/24/20, 11:30 AM",Country,,,,
638,In the year 2525,3:21,USA,Zager & Evans,,59,"1/27/18, 11:05 AM","11/14/21, 9:17 AM",Rock,,,,
639,Sugar Sugar,2:50,USA,The Archies,,105,"1/27/18, 10:57 AM","8/5/21, 2:04 PM",Pop,,,,
640,Anywhere,3:37,UK,Rita Ora,,200,"1/21/18, 5:44 PM","10/12/21, 6:47 AM",Pop,,,,
641,Take me Anywhere,3:23,UK,442oons,442 oons,45,"1/21/18, 7:49 AM","8/13/21, 3:05 AM",Comedy,,,,
642,Havana,3:39,USA,Camila Cabello,,41,"1/19/18, 7:31 AM","10/16/19, 5:16 PM",Pop,,,,
643,Wholehearted ( Ni Blue Di Pinto Di Blue),3:41,NOR,Madcon,,102,"1/17/18, 8:18 AM","8/24/21, 1:58 AM",Hip Hop/Rap,,,,
644,El Clasico 3-0,1:34,UK,442oons,442 oons,64,"1/6/18, 11:01 AM","12/17/20, 5:10 AM",Comedy,,,,
645,Searchin',2:44,USA,The Coasters,,38,"12/29/17, 3:25 PM","3/17/20, 11:56 PM",Oldies,,,,
646,Training Montage,3:40,USA,Vince Dicola,,148,"12/25/17, 5:29 PM","11/11/21, 7:36 PM",Pop,,,,
647,Walk like a man,2:19,USA,Frankie Valli & The Four Seasons,The Very Best of Frankie Valli & The Four Seasons,159,"12/24/17, 7:32 PM","10/8/21, 6:21 AM",Pop,,,,
648,Don't Blame it on Jose,1:54,UK,442oons,442 oons,61,"12/12/17, 7:32 AM","9/12/18, 12:34 AM",Comedy,,,,
649,Premier League Song,4:42,UK,442oons,442 oons,42,"12/4/17, 6:57 AM","8/12/20, 3:30 PM",Comedy,,,,
650,Klopp to the Kop,1:47,UK,442oons,442 oons,75,"11/27/17, 8:53 AM","10/18/21, 6:12 PM",Comedy,,,,
651,Silicon Love,5:56,FR,Lifelike,Lifelike,94,"11/22/17, 9:57 AM","3/30/21, 6:22 PM",Electronic,,,,
652,Nightwalk,4:47,FR,Lifelike,Lifelike,254,"11/22/17, 9:45 AM","9/26/21, 1:36 AM",Electronic,,,,
653,Football Countdown,6:40,UK,442oons,442 oons,65,"11/16/17, 8:30 AM","9/2/20, 5:31 PM",Comedy,,,,
654,Send Bobs (Official Video),1:52,USA,Hovey Benjamin,,49,"11/16/17, 8:06 AM","2/22/20, 7:19 PM",Comedy,,,,
655,Lonely,3:55,USA,Akon,,73,"11/12/17, 9:05 AM","8/24/21, 8:53 AM",Hip Hop/Rap,,,,
656,Safe and Sound,3:12,USA,Capital Cities,,59,"11/11/17, 11:57 AM","11/26/20, 10:10 AM",Pop,,,,
657,Freed From Desire,3:35,ITA,Gala,,35,"11/11/17, 11:50 AM","7/1/21, 9:50 AM",Dance,,,,
658,So Electric,6:37,FR,Lifelike,Lifelike,108,"11/1/17, 6:00 PM","9/27/21, 2:04 PM",Electronic,,,,
659,Chelsea Bus Song,2:00,UK,442oons,442 oons,66,"11/1/17, 5:54 PM","7/5/20, 3:29 PM",Comedy,,,,
660,Hips don't lie,3:41,COL,Shakira,,34,"10/28/17, 4:49 PM","6/25/20, 1:37 PM",Latin,,,,
661,Suerte,3:16,COL,Shakira,,41,"10/28/17, 4:47 PM","8/20/20, 12:20 AM",Latin,,,,
662,Big Balls,2:38,AUS,ACDC,,29,"10/28/17, 4:41 PM","11/23/20, 1:41 PM",Rock,,,,
663,Mourinho Who won the League.,3:28,UK,442oons,442 oons,110,"10/23/17, 10:26 AM","10/18/21, 6:09 PM",Comedy,,,,
664,Who Won The League,4:04,UK,442oons,442 oons,124,"10/17/17, 2:50 PM","10/18/21, 6:06 PM",Comedy,,,,
665,Go Your Own Way,3:44,UK,Fleetwood Mac,Rumors,37,"10/1/17, 9:45 AM","6/13/20, 12:08 PM",Soft Rock,,,,
666,Who Dat Boy,3:20,USA,"Tyler, The Creator",,42,"10/1/17, 9:34 AM","1/8/20, 2:05 PM",Hip Hop/Rap,,,,
667,DA,3:50,FR,PNL,Dans La Légende,58,"9/30/17, 8:16 AM","8/11/21, 4:55 AM",Hip Hop/Rap,,,,
668,Onizuka,4:12,FR,PNL,Dans La Légende,42,"9/30/17, 8:12 AM","5/7/21, 5:55 PM",Hip Hop/Rap,,,,
669,Tempête,3:58,FR,PNL,Le Monde Chico,27,"9/30/17, 8:08 AM","5/29/20, 7:35 PM",Hip Hop/Rap,,,,
670,Le M,4:10,FR,PNL,Le Monde Chico,27,"9/30/17, 8:07 AM","2/15/21, 5:42 AM",Hip Hop/Rap,,,,
671,Boys & girls,2:06,USA,Tiron,,30,"9/29/17, 9:19 PM","2/17/20, 5:50 PM",Hip Hop/Rap,,,,
672,Gloria,4:27,ITA,Umberto Tozzi,,44,"9/22/17, 5:30 PM","4/14/20, 8:49 PM",Pop,,,,
673,Private Caller,3:41,USA,Saint Pepsi,Vaporwave,51,"9/22/17, 11:46 AM","10/25/21, 7:16 PM",Vaporwave,,,,
674,Fiona Coyne,4:04,USA,Saint Pepsi,Vaporwave,142,"9/22/17, 11:35 AM","10/22/21, 10:20 PM",Vaporwave,,,,
675,King Kunta,3:55,USA,Kendrick Lamar,To Pimp a Butterfly,132,"9/22/17, 11:29 AM","7/23/20, 3:15 PM",Hip Hop/Rap,,,,
676,Panda,4:08,USA,Desiigner,,43,"9/7/17, 7:38 AM","7/21/19, 10:10 PM",Hip-Hop;Rap,,,,
677,Get Busy,3:32,UK,Sean Paul,Duty Rock,53,"9/7/17, 7:37 AM","9/27/21, 2:45 PM",Pop,,,,
678,Enjoy yourself,1:58,USA,Saint Pepsi,Vaporwave,97,"9/6/17, 6:23 PM","10/22/21, 7:33 PM",Vaporwave,,,,
679,Shooting Stars,3:56,AUS,Bag Raiders,,63,"9/6/17, 9:53 AM","6/12/20, 10:34 AM",Pop,,,,
680,Into You,4:06,USA,Ariana Grande,,97,"9/6/17, 9:49 AM","11/12/21, 6:52 AM",Pop,,,,
681,MacArthur Park,3:55,USA,Donna Summer,,91,"9/5/17, 8:00 AM","2/15/21, 6:18 AM",Disco,,,,
682,All By MySelf,4:58,USA,Eric Carmen,,47,"9/3/17, 11:25 AM","7/26/20, 4:17 PM",Soft Rock,,,,
683,Hymn For The Weekend (Seeb Remix),3:33,UK,Coldplay,,56,"9/3/17, 11:24 AM","5/16/20, 9:19 PM",Alternative,,,,
684,Pump up the jam,3:50,BE,Technotronic,,63,"9/1/17, 10:44 AM","4/8/21, 6:20 AM",Pop,,,,
685,Like Glue,3:57,UK,Sean Paul,Duty Rock,67,"9/1/17, 10:44 AM","4/14/20, 9:00 PM",Pop,,,,
686,Caroline,3:30,USA,Aminé,,61,"9/1/17, 10:14 AM","6/19/21, 5:06 PM",Hip Hop/Rap,,,,
687,Madiba Riddim,3:25,CA,Drake,More Life,121,"8/13/17, 9:13 AM","9/16/21, 6:56 PM",Hip Hop/Rap,,,,
688,Rocket Man,4:45,UK,Elton John,,108,"8/13/17, 9:08 AM","10/9/21, 9:23 AM",Soft Rock,,,,
689,September Music mashup,1:00,USA,Various Artists,,93,"8/5/17, 10:51 PM","2/18/21, 5:55 AM",mashup,,,,
690,Strangers Like Me,3:34,UK,Phil Collins,,76,"7/28/17, 9:56 AM","5/20/21, 6:11 PM",Pop,,,,
691,You'll Be In My Heart,4:11,UK,Phil Collins,,65,"7/28/17, 9:55 AM","3/9/20, 12:58 PM",Pop,,,,
692,Son Of Man,2:46,UK,Phil Collins,,80,"7/28/17, 9:54 AM","6/5/21, 6:06 PM",Pop,,,,
693,The Story of O.J.,4:14,USA,Jay-Z,,62,"7/23/17, 8:49 PM","5/6/20, 2:15 PM",Hip Hop/Rap,,,,
694,Rebenga,4:15,FR,PNL,Le Monde Chico,65,"7/23/17, 1:14 PM","5/24/21, 9:10 PM",Hip Hop/Rap,,,,
695,Laisse,3:45,FR,PNL,Le Monde Chico,56,"7/23/17, 1:13 PM","7/1/21, 10:41 AM",Hip Hop/Rap,,,,
696,J'suis Pnl,4:50,FR,PNL,Le Monde Chico,54,"7/23/17, 1:13 PM","5/29/20, 7:49 PM",Hip Hop/Rap,,,,
697,Oh la la,4:20,FR,PNL,Le Monde Chico,49,"7/23/17, 1:10 PM","5/29/20, 7:27 PM",Hip Hop/Rap,,,,
698,Abonné,3:40,FR,PNL,Le Monde Chico,70,"7/23/17, 1:09 PM","2/9/21, 6:37 AM",Hip Hop/Rap,,,,
699,J'vends,3:53,FR,PNL,Le Monde Chico,54,"7/23/17, 1:07 PM","3/5/21, 4:20 PM",Hip Hop/Rap,,,,
700,Never,4:02,USA,J.I.D,,45,"7/23/17, 12:58 PM","6/29/21, 6:05 PM",Hip Hop/Rap,,,,
701,Drinks on Us (Prod. ShaggyTheAirhead ),3:13,USA,94Proof,,40,"7/23/17, 12:56 PM","1/8/20, 10:17 PM",Hip Hop/Rap,,,,
702,These Days (starring- Marcus Stroman),4:31,USA,Mike Stud,,45,"7/23/17, 12:55 PM","4/7/21, 4:43 PM",Hip Hop/Rap,,,,
703,Goosebumps ft. Kendrick Lamar,4:11,USA,Travis Scott,,40,"7/23/17, 12:51 PM","11/6/20, 6:44 AM",Hip Hop/Rap,,,,
704,"Slide ft. Frank Ocean, Migos",3:52,UK,Calvin Harris,,49,"7/23/17, 12:33 PM","6/3/21, 7:02 PM",Pop,,,,
705,Redbone,5:27,USA,Childish Gambino,,32,"7/23/17, 12:30 PM","11/29/19, 4:38 PM",Hip Hop/Rap,,,,
706,Wild Thoughts,3:25,USA,DJ Khaled feat. Rihanna,,41,"7/23/17, 12:27 PM","11/15/20, 9:58 AM",Hip Hop/Rap,,,,
707,L'Amour Toujours feat. Delaney Jane (Tiësto Edit),2:46,NL,Djeko & Torres,,78,"7/23/17, 12:23 PM","10/16/21, 2:34 PM",Dance,,,,
708,Kin la belle,3:20,FR,Damso,Ipseite,47,"7/23/17, 12:23 PM","5/24/21, 9:23 PM",Hip Hop/Rap,,,,
709,Macarena,3:36,FR,Damso,Ipseite,37,"7/23/17, 12:23 PM","10/19/20, 6:16 PM",Hip Hop/Rap,,,,
710,Drift Away,3:54,USA,Dobie Gray,,30,"7/23/17, 12:19 PM","10/8/19, 9:55 AM",Soft Rock,,,,
711,Classic Male Pregame,4:34,USA,Lil Dicky,Lil Dicky,33,"7/19/17, 7:44 PM","11/3/19, 9:54 PM",Hip Hop/Rap,,,,
712,Save Dat Money (Feat. Fetty Wap and Rich Homie Quan),4:57,USA,Lil Dicky,Lil Dicky,31,"7/19/17, 7:41 PM","6/10/20, 9:03 AM",Hip Hop/Rap,,,,
713,Love Me Tomorrow,5:06,USA,Chicago,The Very Best of Chicago,55,"7/13/17, 6:22 PM","5/3/21, 6:02 PM",Soft Rock,,,,
714,Colour My World,2:58,USA,Chicago,The Very Best of Chicago,79,"7/13/17, 6:16 PM","10/3/21, 7:41 PM",Soft Rock,,,,
715,Italian from New York,4:18,USA,Chicago,The Very Best of Chicago,45,"7/13/17, 6:11 PM","9/29/21, 1:02 PM",Soft Rock,,,,
716,Baby What A Big Surprise,3:07,USA,Chicago,The Very Best of Chicago,84,"7/13/17, 5:27 PM","3/20/21, 6:47 AM",Soft Rock,,,,
717,Beginnings,3:14,USA,Chicago,The Very Best of Chicago,74,"7/13/17, 5:27 PM","5/31/21, 1:43 PM",Soft Rock,,,,
718,Questions 67 And 68,4:53,USA,Chicago,The Very Best of Chicago,64,"7/13/17, 5:23 PM","5/15/20, 10:18 PM",Soft Rock,,,,
719,Too Good Feat. Rihanna,4:21,CA,Drake,Views From the Sixth,48,"7/12/17, 5:13 PM","5/24/21, 4:21 PM",R & B,,,,
720,In Da Club (Leemon Remix),3:42,USA,50 Cent,,33,"7/6/17, 5:47 PM","8/20/20, 12:05 AM",Dance,,,,
721,Despacito,4:11,USA,Luis Fonsi ft. Daddy Yankee,,53,"7/4/17, 4:13 PM","11/6/19, 7:49 PM",Latin,,,,
722,Ocean Man,2:08,USA,Ween,,75,"7/4/17, 4:06 PM","5/30/21, 5:59 PM",Alternative,,,,
723,Dans ta rue,5:30,FR,PNL,Le Monde Chico,58,"6/30/17, 3:46 PM","11/10/20, 6:17 PM",Hip Hop/Rap,,,,
724,Porte de Mesrine,4:54,FR,PNL,Le Monde Chico,53,"6/30/17, 3:46 PM","11/18/20, 6:25 PM",Hip Hop/Rap,,,,
725,Sur Paname,4:08,FR,PNL,Le Monde Chico,103,"6/30/17, 3:39 PM","10/15/21, 6:16 PM",Hip Hop/Rap,,,,
726,Le monde ou rien,3:29,FR,PNL,Le Monde Chico,71,"6/30/17, 3:38 PM","8/3/21, 4:15 PM",Hip Hop/Rap,,,,
727,Losing My Way,4:19,FR,FKJ & Tom Misch,FKJ,43,"6/30/17, 1:52 PM","6/19/21, 5:02 PM",Electronic,,,,
728,Summer slip,4:58,FR,Lamborghini,LAmborghini,42,"6/30/17, 1:49 PM","5/29/20, 2:43 AM",Dance,,,,
729,1990 (Dance mix),5:15,CA,Jean Leloup,,51,"6/30/17, 1:33 PM","10/2/21, 8:01 PM",Dance,,,,
730,Hotel California,5:49,FR,Gipsy Kings,Gipsy Kings Greatest Hits,56,"6/30/17, 1:26 PM","10/16/21, 6:44 AM",Soft Rock,,,,
731,More Than A Woman,3:18,UK,Bee Gees,Bee Gee: Greatest (Bonus Video Version) (Remastered),212,"6/22/17, 9:54 AM","6/5/21, 1:52 PM",Disco,,,,
732,You Really Got Me,2:15,UK,The Kinks,,39,"6/22/17, 9:39 AM","2/15/21, 5:13 AM",Rock,,,,
733,ABC,2:59,USA,The Jackson 5,The Jackson 5,46,"6/22/17, 9:37 AM","11/21/20, 1:41 PM",Disco,,,,
734,I Want You Back,2:54,USA,The Jackson 5,The Jackson 5,53,"6/22/17, 9:30 AM","8/6/21, 11:32 AM",Disco,,,,
735,Black Beauty,3:03,USA,Duke Ellington,McGill History Of Jazz (Disc 2),58,"6/19/17, 7:18 PM","5/30/21, 1:25 PM",General Jazz,,,,
736,Everybody (Backstreet's Back),3:49,USA,Backstreet Boys,,43,"6/19/17, 7:05 PM","6/8/20, 11:01 AM",Pop,,,,
737,Live is Life,4:04,AUT,Opus,,33,"6/19/17, 7:05 PM","5/9/21, 5:36 PM",Rock,,,,
738,Mexico,4:00,FR,PNL,Le Monde Chico,120,"6/12/17, 6:53 PM","11/16/20, 6:25 PM",Hip Hop/Rap,,,,
739,Just You 'N' Me,3:48,USA,Chicago,The Very Best of Chicago,127,"5/26/17, 5:58 PM","5/31/21, 1:47 PM",Soft Rock,,,,
740,Another Rainy Day In New York City,3:00,USA,Chicago,The Very Best of Chicago,180,"5/26/17, 5:56 PM","7/16/21, 5:12 AM",Soft Rock,,,,
741,Downtown,5:02,USA,Macklemore,,57,"5/26/17, 5:54 PM","11/15/20, 5:24 PM",Hip Hop/Rap,,,,
742,Too High,4:16,USA,Lil Dicky,Lil Dicky,42,"5/26/17, 5:54 PM","8/9/21, 5:37 PM",Hip Hop/Rap,,,,
743,Umbrella,3:18,DE,The Baseballs,,99,"5/18/17, 12:34 AM","5/20/21, 9:43 PM",Pop,,,,
744,Lemme Freak,5:04,USA,Lil Dicky,Lil Dicky,59,"5/16/17, 12:25 AM","8/24/20, 2:34 PM",Hip Hop/Rap,,,,
745,Guilty Conscience,3:34,USA,Eminem & Dr Dre,,80,"5/16/17, 12:07 AM","3/12/21, 6:07 AM",Hip Hop/Rap,,,,
746,We don't talk any more (Ft. Selena Gomez),3:30,USA,Charlie Puth,,114,"5/10/17, 1:15 PM","9/24/21, 7:48 AM",Pop,,,,
747,City of Stars (Ryan Gosling Version),2:11,USA,LaLa Land Cast,Soundtrack from Lala Land,52,"5/9/17, 12:31 PM","5/29/20, 2:07 AM",Soundtrack,,,,
748,Start a Fire ( Feat. John Legend),3:06,USA,LaLa Land Cast,Soundtrack from Lala Land,54,"5/8/17, 2:40 PM","5/31/21, 9:34 AM",Soundtrack,,,,
749,Professional Rapper (Feat. Snoop Dogg),5:55,USA,Lil Dicky,Lil Dicky,58,"5/8/17, 2:33 PM","10/29/19, 12:21 PM",Hip Hop/Rap,,,,
750,My Band,5:07,USA,D12,,81,"5/8/17, 2:31 PM","7/1/21, 6:30 AM",Hip Hop/Rap,,,,
751,Street Player,5:09,USA,Chicago,The Very Best of Chicago,86,"5/4/17, 11:03 AM","9/5/20, 5:00 PM",Disco,,,,
752,Dialogues Pt. 1 & 2,5:02,USA,Chicago,The Very Best of Chicago,133,"5/4/17, 10:50 AM","1/2/21, 3:46 PM",Soft Rock,,,,
753,Passionfruit,4:59,CA,Drake,More Life,54,"5/4/17, 10:42 AM","7/1/21, 10:21 AM",Hip-Hop/Rap,,,,
754,Ca plane pour moi,2:57,CA,Plastic Bertrand,,56,"5/3/17, 7:31 PM","2/25/21, 7:20 PM",Variete Francaise,,,,
755,Cause I'm A Man,4:03,AUS,Tame Impala,Currents,88,"4/26/17, 12:50 PM","4/22/20, 8:34 PM",Alternative,,,,
756,Tous les memes,3:32,FR,Stromae,,92,"4/23/17, 7:46 PM","1/30/21, 2:56 PM",Variete Francaise,,,,
757,I Feel It Coming ft. Daft Punk,4:58,CA,The Weeknd & Daft Punk,I Feel it Coming,75,"4/22/17, 12:27 PM","4/5/20, 2:32 PM",Dance,,,,
758,Alright,3:40,USA,Kendrick Lamar,To Pimp a Butterfly,61,"4/22/17, 12:23 PM","12/31/19, 11:37 AM",Hip Hop/Rap,,,,
759,Closer (Lyric) ft. Halsey,4:22,USA,The Chainsmokers,Memories... Do not Open,83,"4/15/17, 10:22 AM","3/12/21, 6:24 AM",Pop,,,,
760,Paris,3:25,USA,The Chainsmokers,Memories... Do not Open,63,"4/15/17, 10:22 AM","1/1/21, 3:47 AM",Dance,,,,
761,Roses,3:48,USA,The Chainsmokers,Memories... Do not Open,66,"4/15/17, 10:19 AM","6/10/20, 7:51 PM",Dance,,,,
762,Feelin stronger everyday,4:12,USA,Chicago,The Very Best of Chicago,228,"4/15/17, 10:15 AM","5/31/21, 1:40 PM",Soft Rock,,,,
763,Does Anybody Really Know What Time It Is,4:34,USA,Chicago,The Very Best of Chicago,159,"4/15/17, 10:06 AM","10/3/21, 7:38 PM",Soft Rock,,,,
764,You're The Inspiration,3:51,USA,Chicago,The Very Best of Chicago,237,"4/15/17, 10:03 AM","10/3/21, 7:33 PM",Soft Rock,,,,
765,25 Or 6 To 4,4:54,USA,Chicago,The Very Best of Chicago,107,"4/15/17, 10:00 AM","5/3/21, 6:07 PM",Soft Rock,,,,
766,Saturday In The Park,3:57,USA,Chicago,The Very Best of Chicago,157,"4/15/17, 9:57 AM","5/4/21, 10:30 AM",Soft Rock,,,,
767,If You Leave Me Now,4:07,USA,Chicago,The Very Best of Chicago,159,"4/4/17, 11:38 AM","5/4/21, 10:34 AM",Soft Rock,,,,
768,Coco Jambo,3:42,DE,Mr President,,85,"4/4/17, 11:32 AM","1/9/21, 5:06 PM",Dance,,,,
769,Call On Me,2:52,SWE,Eric Prydz,,290,"4/4/17, 11:31 AM","7/2/21, 9:40 PM",Dance,,,,
770,Wesley's Theory (feat. George Clinton & Thundercat),4:47,USA,Kendrick Lamar,To Pimp a Butterfly,248,"3/30/17, 12:26 AM","4/10/21, 1:20 PM",Hip-Hop/Rap,,,,
771,Vente pa' ca,4:15,USA,Ricky Martin ft. Maluma,,93,"3/26/17, 1:10 PM","5/24/21, 8:25 PM",Latin,,,,
772,Johnny B. Goode,2:42,USA,Chuck Berry,,92,"3/26/17, 1:09 PM","9/16/21, 8:34 PM",Oldies,,,,
773,Night Fever,3:31,UK,Bee Gees,Bee Gee: Greatest (Bonus Video Version) (Remastered),84,"3/25/17, 9:02 PM","8/22/21, 1:20 PM",Disco,,,,
774,Mmmbop,3:54,USA,Hanson,,112,"3/24/17, 11:39 PM","5/3/21, 5:29 PM",Pop,,,,
775,Baby Jane,4:46,UK,Rod Stewart,,87,"3/24/17, 11:39 PM","2/17/20, 11:47 PM",Pop,,,,
776,Under Your Spell,5:00,FR,Desire,Drive (Movie Soundtrack),60,"3/22/17, 8:20 PM","8/20/20, 12:25 AM",Dance,,,,
777,A Real Hero,4:28,FR,College ft. Electric Youth,Drive (Movie Soundtrack),75,"3/22/17, 8:18 PM","7/18/20, 4:11 PM",Dance,,,,
778,Godzilla,3:50,USA,Blue Oyster Cult,,171,"3/12/17, 7:35 PM","11/10/21, 11:41 AM",Classic Rock,,,,
779,Pacific Coast Highway,5:34,FR,Kavinsky,NightCall,77,"3/12/17, 7:30 PM","4/17/21, 7:36 PM",Electronic,,,,
780,"Whenever, Wherever",3:17,COL,Shakira,,170,"3/10/17, 1:28 PM","9/27/21, 11:50 AM",Latin,,,,
781,Chantaje ft. Maluma,3:19,COL,Shakira,,75,"3/10/17, 1:25 PM","4/13/20, 11:44 AM",Latin,,,,
782,El Taxi,4:10,USA,Pitbull & Osmani Garcia,,69,"3/10/17, 12:32 PM","1/3/20, 11:41 AM",Latin,,,,
783,Now & Later,3:18,USA,Sage the Gemini,,165,"3/6/17, 9:08 AM","5/10/20, 1:45 PM",Hip Hop/Rap,,,,
784,Full House Opening & Closing Theme,1:15,USA,Full House,,115,"3/2/17, 7:56 PM","5/30/21, 5:28 PM",Soundtrack,,,,
785,Love you like a love song,3:13,USA,Selena Gomez,,152,"3/2/17, 7:32 PM","10/7/21, 3:30 PM",Pop,,,,
786,Sledgehammer,5:13,UK,Peter Gabriel,,115,"3/2/17, 7:27 PM","3/18/21, 6:57 AM",Pop,,,,
787,Another Day of Sun,3:48,USA,LaLa Land Cast,Soundtrack from Lala Land,231,"3/2/17, 7:23 PM","11/11/21, 7:45 PM",Soundtrack,,,,
788,City of Stars,2:25,USA,LaLa Land Cast,Soundtrack from Lala Land,131,"3/2/17, 7:22 PM","6/28/20, 11:18 PM",Soundtrack,,,,
789,Secrets,3:14,NL,Tiesto & KSHMR,,83,"3/2/17, 7:13 PM","9/23/21, 3:47 PM",Electronic,,,,
790,I Feel It Coming,4:49,CA,The Weeknd & Daft Punk,I Feel it Coming,88,"3/2/17, 7:13 PM","10/25/21, 7:47 PM",Dance,,,,
791,Something Just Like This,4:07,UK,The Chainsmokers & Coldplay,Memories... Do not Open,136,"3/2/17, 7:06 PM","7/13/20, 4:35 PM",Electronic,,,,
792,Dernière Danse,3:35,FR,Indila,,75,"2/22/17, 6:15 PM","4/18/20, 7:44 PM",Variete Francaise,,,,
793,Black Eyed Boy,3:20,UK,Texas,The Hush,57,"2/22/17, 6:12 PM","2/23/21, 7:26 AM",Pop,,,,
794,Ladies Night,3:30,USA,Kool & the Gang,Get Down On It: The Very Best of Kool & The Gang,81,"2/22/17, 6:09 PM","9/23/21, 3:00 PM",Disco,,,,
